game_id,date,season,home_team,away_team,home_goals_per_game,home_goals_against_per_game,home_shots_per_game,home_shots_against_per_game,home_power_play_pct,home_penalty_kill_pct,home_faceoff_win_pct,home_shooting_pct,home_save_pct,home_pdo,home_win_pct,away_goals_per_game,away_goals_against_per_game,away_shots_per_game,away_shots_against_per_game,away_power_play_pct,away_penalty_kill_pct,away_faceoff_win_pct,away_shooting_pct,away_save_pct,away_pdo,away_win_pct,home_score,away_score,total,home_margin,home_win
20240200000,2024-11-24,20242025,van,la,3.735928598332891,3.2782560294561476,32.99465584480253,29.274034664069656,17.36372457369231,76.83404509853433,48.82545345775723,10.099025726528952,0.9086389003728423,99.16491656079216,0.5335558684167139,3.4515921243548267,2.7028242325751672,28.83696316391225,29.75286789121131,19.762703962817994,79.56069984217037,51.71105576835808,8.798695128633439,0.9102846887682723,100.36965827544817,0.3639351238159993,1,3,4,-2,0
20240200001,2024-10-08,20242025,col,van,2.721681360793479,3.733551198429333,28.20633112669131,33.455922412472695,18.36413976080022,81.62522284353982,48.87026645653646,10.080272084711243,0.9109342055868657,98.73941782210211,0.6408753883293676,2.5845670708808632,3.755321642996927,32.650796940166686,33.63699364938513,26.632755555559434,80.97899978811085,52.5312454101387,8.353970008207678,0.903919657248383,98.18090915564215,0.4475990992289793,2,2,4,0,0
20240200002,2024-10-19,20242025,tb,phi,2.8527537413060644,2.963779324701666,32.2411440630857,32.37404300824592,25.026514506917295,75.7404465173409,49.15079437126563,8.463476238100519,0.9172620685175119,100.49319250731023,0.44926940745579474,3.577358761897508,2.8652148625935947,28.38135010171614,29.86589393029397,19.227383186347712,82.29606178338064,50.82534482813128,11.548850970305306,0.909444298503239,98.47837698375321,0.5639734361668985,3,3,6,0,0
20240200003,2024-10-17,20242025,tor,cgy,3.229660356840345,3.141934275273708,29.88613588645796,31.051424146988218,26.79836416103921,77.49292229148875,49.462297538213775,11.022204554172195,0.9045759633098325,98.30791963931517,0.4369254358741304,3.5022573339409293,3.1795526781965924,28.967327723524026,33.57818591405544,25.50556493433742,81.33403756510424,52.228763541126305,11.214688307596457,0.9037314011777208,101.57023599395991,0.5118026725746952,1,1,2,0,0
20240200004,2024-11-24,20242025,stl,ana,3.6649186899005413,2.6430675018859797,33.65745822347512,29.939217592124532,21.744278082663758,82.03018958895177,49.18177761427577,11.887128330883844,0.9192489458988422,99.00712918330146,0.49917455176771564,2.913404517463423,2.796315711304524,29.80526985890062,29.709042966264807,15.479530315608926,81.09564333979897,50.01607413937317,8.205915004999957,0.9055729292847322,101.63306354386661,0.4218685672000917,3,3,6,0,0
20240200005,2024-11-16,20242025,mtl,sj,3.1362885883608316,2.8146718529649504,28.244650849328583,31.54535765912945,23.80833670394967,75.16587828927857,50.072558349795685,8.905983100791751,0.912903455808189,98.69746571601996,0.5572813214307398,3.781345590343781,3.373776211627642,30.320412077803226,33.620379932420406,16.78777227389791,78.41066351050259,47.680841127443536,11.698774473114252,0.9175467870676196,99.03176651086062,0.5479952138102537,4,4,8,0,0
20240200006,2024-11-08,20242025,stl,tb,3.221761055079301,2.8144079781705873,31.638574357957538,28.055182309699777,16.319130057258416,81.63501769108056,47.03036950307731,8.643232205669994,0.9109746757873317,100.76758079077078,0.5455883778507802,3.1885457518628084,2.621033598147669,29.34561585676336,32.27307532808521,18.0842381374584,78.25399698159268,51.478948430708144,10.59853159618886,0.9169844682098836,100.63045156920137,0.5204925810006416,9,1,10,8,1
20240200007,2024-10-17,20242025,was,ari,2.9780305439772636,2.817186536392809,28.261622630526603,33.96730306478405,21.10927868188226,77.79560341796758,52.30096413359755,10.990875095589656,0.9190614369404791,99.32300121868205,0.515829490050647,2.844763077986243,3.7649137211781794,31.43375481502503,33.88198950229627,15.979501328079667,78.05697019287182,48.14546618690208,9.073899427560628,0.9097055974855264,99.4907474683762,0.4684074400428416,5,3,8,2,1
20240200008,2024-11-23,20242025,sj,nsh,3.7090218852540815,2.7715943328999684,30.51868513867766,29.53724166156675,22.949678241253846,75.8159418040024,47.03110917664392,10.511577659794543,0.9038854790702409,98.28376366799971,0.4690351481641665,2.591540970104407,3.3724865718712658,28.304611186236382,33.31970289370396,15.359018034358161,80.78864895507559,49.63084473810852,10.688104541180797,0.9065630533494947,98.62016646691097,0.6445522664931593,3,3,6,0,0
20240200009,2024-11-13,20242025,sj,nsh,3.6185260038051776,2.5504851547582503,33.817221202684955,32.28757062507971,15.533877717982385,78.98820901444795,49.60112442548445,10.976170571996462,0.9050172105469333,98.73733469732548,0.3742618899851593,2.825326768670623,2.8942451690751896,30.569886849640646,32.130999404592195,15.756516741609767,84.15213727626481,49.654113378386626,8.959149436629612,0.9018774658016259,98.73146398842923,0.630384199201913,5,4,9,1,1
20240200010,2024-10-14,20242025,tor,fla,3.1717051346545366,3.0663747682812583,28.55079439488065,28.56494192961136,19.048373022086825,84.79510528621509,48.05198161933603,8.068644407327001,0.9152672884600782,101.22765190820311,0.45389129632682024,3.354244727050217,3.449051111530364,30.78804287763767,31.89864209585658,15.624766014561438,84.49145731591386,52.320082323788284,9.043574493366856,0.9003060908058077,101.73374523231793,0.5003119651745778,0,2,2,-2,0
20240200011,2024-10-13,20242025,sea,edm,3.3891529002175833,3.727059085928984,29.287534718250246,30.263554499367856,15.506520720033038,81.18253884337892,49.01932528933236,10.622890541522969,0.9077079324193114,100.72645467589116,0.452187370839272,3.300606513706888,3.7275270762627173,29.56416716941542,30.97622472576044,24.00757466299521,78.48336604453198,52.61988891113424,8.156745306702586,0.9083589206343116,101.87032220608098,0.5143915649744262,5,5,10,0,0
