game_id,date,season,home_team,away_team,home_score,away_score,total,home_margin,home_win
NCAAB_2025_0000,2025-11-15,2025,washington_st.,vanderbilt,93,77,170,16,1
NCAAB_2025_0001,2025-11-15,2025,eastern_kentucky,houston,89,78,167,11,1
NCAAB_2025_0002,2025-11-15,2025,pepperdine,ohio,68,69,137,-1,0
NCAAB_2025_0003,2025-11-15,2025,central_michigan,delaware_st.,80,40,120,40,1
NCAAB_2025_0004,2025-11-16,2025,unlv,maryland_eastern_shore,65,79,144,-14,0
NCAAB_2025_0005,2025-11-16,2025,baylor,louisville,91,94,185,-3,0
NCAAB_2025_0006,2025-11-16,2025,delaware_st.,hawaii,65,58,123,7,1
NCAAB_2025_0007,2025-11-16,2025,appalachian_st.,northern_illinois,78,49,127,29,1
NCAAB_2025_0008,2025-11-17,2025,akron,smu,78,92,170,-14,0
NCAAB_2025_0009,2025-11-17,2025,richmond,vanderbilt,79,66,145,13,1
NCAAB_2025_0010,2025-11-17,2025,oregon,central_michigan,68,72,140,-4,0
NCAAB_2025_0011,2025-11-17,2025,radford,washington,80,42,122,38,1
NCAAB_2025_0012,2025-11-18,2025,merrimack,little_rock,56,46,102,10,1
NCAAB_2025_0013,2025-11-18,2025,delaware,chattanooga,75,77,152,-2,0
NCAAB_2025_0014,2025-11-18,2025,prairie_view_a&m,washington,73,53,126,20,1
NCAAB_2025_0015,2025-11-18,2025,norfolk_st.,east_carolina,76,57,133,19,1
NCAAB_2025_0016,2025-11-19,2025,utah_valley,bradley,72,74,146,-2,0
NCAAB_2025_0017,2025-11-19,2025,mississippi,dartmouth,93,56,149,37,1
NCAAB_2025_0018,2025-11-19,2025,bradley,north_carolina_a&t,82,61,143,21,1
NCAAB_2025_0019,2025-11-19,2025,delaware,quinnipiac,76,53,129,23,1
NCAAB_2025_0020,2025-11-20,2025,saint_mary's,holy_cross,57,61,118,-4,0
NCAAB_2025_0021,2025-11-20,2025,virginia_tech,nebraska_omaha,57,66,123,-9,0
NCAAB_2025_0022,2025-11-20,2025,northern_illinois,fordham,58,54,112,4,1
NCAAB_2025_0023,2025-11-20,2025,dartmouth,georgia_tech,65,87,152,-22,0
NCAAB_2025_0024,2025-11-21,2025,georgia,austin_peay,71,64,135,7,1
NCAAB_2025_0025,2025-11-21,2025,nebraska_omaha,florida,103,63,166,40,1
NCAAB_2025_0026,2025-11-21,2025,coppin_st.,xavier,69,69,138,0,0
NCAAB_2025_0027,2025-11-21,2025,south_dakota,la_salle,73,54,127,19,1
NCAAB_2025_0028,2025-11-22,2025,southern_indiana,coastal_carolina,54,59,113,-5,0
NCAAB_2025_0029,2025-11-22,2025,georgia_st.,vcu,87,43,130,44,1
NCAAB_2025_0030,2025-11-22,2025,unc_asheville,connecticut,77,57,134,20,1
NCAAB_2025_0031,2025-11-22,2025,kennesaw_st.,buffalo,60,81,141,-21,0
NCAAB_2025_0032,2025-11-23,2025,belmont,purdue,78,73,151,5,1
NCAAB_2025_0033,2025-11-23,2025,columbia,south_florida,45,54,99,-9,0
NCAAB_2025_0034,2025-11-23,2025,maryland_eastern_shore,new_mexico,64,65,129,-1,0
NCAAB_2025_0035,2025-11-23,2025,pacific,oregon,66,75,141,-9,0
NCAAB_2025_0036,2025-11-24,2025,arkansas,davidson,85,75,160,10,1
NCAAB_2025_0037,2025-11-24,2025,central_connecticut,st._bonaventure,78,76,154,2,1
NCAAB_2025_0038,2025-11-24,2025,yale,oklahoma_st.,82,75,157,7,1
NCAAB_2025_0039,2025-11-24,2025,penn,liu,89,51,140,38,1
NCAAB_2025_0040,2025-11-25,2025,norfolk_st.,incarnate_word,70,91,161,-21,0
NCAAB_2025_0041,2025-11-25,2025,pepperdine,austin_peay,53,54,107,-1,0
NCAAB_2025_0042,2025-11-25,2025,iowa,middle_tennessee,77,52,129,25,1
NCAAB_2025_0043,2025-11-25,2025,cincinnati,jackson_st.,78,66,144,12,1
NCAAB_2025_0044,2025-11-26,2025,hampton,georgia_tech,78,60,138,18,1
NCAAB_2025_0045,2025-11-26,2025,east_carolina,gonzaga,77,74,151,3,1
NCAAB_2025_0046,2025-11-26,2025,lafayette,queens,55,69,124,-14,0
NCAAB_2025_0047,2025-11-26,2025,middle_tennessee,portland_st.,83,80,163,3,1
NCAAB_2025_0048,2025-11-27,2025,delaware_st.,washington_st.,65,57,122,8,1
NCAAB_2025_0049,2025-11-27,2025,drexel,southern,67,61,128,6,1
NCAAB_2025_0050,2025-11-27,2025,cincinnati,marquette,96,84,180,12,1
NCAAB_2025_0051,2025-11-27,2025,wofford,kennesaw_st.,82,51,133,31,1
NCAAB_2025_0052,2025-11-28,2025,st._thomas,illinois,85,84,169,1,1
NCAAB_2025_0053,2025-11-28,2025,villanova,buffalo,81,42,123,39,1
NCAAB_2025_0054,2025-11-28,2025,uab,florida_atlantic,85,66,151,19,1
NCAAB_2025_0055,2025-11-28,2025,hofstra,valparaiso,64,79,143,-15,0
NCAAB_2025_0056,2025-11-29,2025,queens,niagara,54,66,120,-12,0
NCAAB_2025_0057,2025-11-29,2025,siue,colorado,89,52,141,37,1
NCAAB_2025_0058,2025-11-29,2025,southern_indiana,bethune_cookman,68,40,108,28,1
NCAAB_2025_0059,2025-11-29,2025,kansas,idaho_st.,68,84,152,-16,0
NCAAB_2025_0060,2025-11-30,2025,massachusetts,queens,90,76,166,14,1
NCAAB_2025_0061,2025-11-30,2025,pacific,marist,68,73,141,-5,0
NCAAB_2025_0062,2025-11-30,2025,illinois_chicago,iu_indy,40,72,112,-32,0
NCAAB_2025_0063,2025-11-30,2025,sam_houston_st.,n.c._state,57,49,106,8,1
NCAAB_2025_0064,2025-11-31,2025,west_virginia,massachusetts,58,69,127,-11,0
NCAAB_2025_0065,2025-11-31,2025,seton_hall,smu,67,81,148,-14,0
NCAAB_2025_0066,2025-11-31,2025,south_dakota,florida_st.,79,62,141,17,1
NCAAB_2025_0067,2025-11-31,2025,alabama,njit,73,68,141,5,1
NCAAB_2025_0068,2025-11-32,2025,indiana_st.,uc_san_diego,79,52,131,27,1
NCAAB_2025_0069,2025-11-32,2025,coppin_st.,ucla,71,53,124,18,1
NCAAB_2025_0070,2025-11-32,2025,texas,william_&_mary,65,86,151,-21,0
NCAAB_2025_0071,2025-11-32,2025,ut_rio_grande_valley,northern_iowa,65,52,117,13,1
NCAAB_2025_0072,2025-11-33,2025,kennesaw_st.,brown,74,70,144,4,1
NCAAB_2025_0073,2025-11-33,2025,st._john's,northern_arizona,69,80,149,-11,0
NCAAB_2025_0074,2025-11-33,2025,nebraska,william_&_mary,65,61,126,4,1
NCAAB_2025_0075,2025-11-33,2025,uc_riverside,michigan,88,71,159,17,1
NCAAB_2025_0076,2025-11-34,2025,oakland,nicholls,74,60,134,14,1
NCAAB_2025_0077,2025-11-34,2025,florida_gulf_coast,dayton,77,91,168,-14,0
NCAAB_2025_0078,2025-11-34,2025,queens,lsu,54,72,126,-18,0
NCAAB_2025_0079,2025-11-34,2025,kansas,south_dakota,81,78,159,3,1
NCAAB_2025_0080,2025-11-35,2025,idaho,wright_st.,69,75,144,-6,0
NCAAB_2025_0081,2025-11-35,2025,missouri_st.,fiu,70,52,122,18,1
NCAAB_2025_0082,2025-11-35,2025,uc_riverside,north_carolina_a&t,70,63,133,7,1
NCAAB_2025_0083,2025-11-35,2025,dartmouth,stony_brook,49,62,111,-13,0
NCAAB_2025_0084,2025-11-36,2025,alabama_st.,charleston_southern,74,61,135,13,1
NCAAB_2025_0085,2025-11-36,2025,texas_a&m_corpus_chris,georgia_tech,45,70,115,-25,0
NCAAB_2025_0086,2025-11-36,2025,milwaukee,oklahoma,76,92,168,-16,0
NCAAB_2025_0087,2025-11-36,2025,middle_tennessee,charleston,91,57,148,34,1
NCAAB_2025_0088,2025-11-37,2025,north_carolina_a&t,james_madison,67,74,141,-7,0
NCAAB_2025_0089,2025-11-37,2025,csun,loyola_md,70,71,141,-1,0
NCAAB_2025_0090,2025-11-37,2025,eastern_washington,norfolk_st.,79,71,150,8,1
NCAAB_2025_0091,2025-11-37,2025,monmouth,arkansas_pine_bluff,60,62,122,-2,0
NCAAB_2025_0092,2025-11-38,2025,saint_louis,tennessee_martin,70,73,143,-3,0
NCAAB_2025_0093,2025-11-38,2025,oakland,coastal_carolina,53,63,116,-10,0
NCAAB_2025_0094,2025-11-38,2025,georgia_st.,louisiana,79,50,129,29,1
NCAAB_2025_0095,2025-11-38,2025,boise_st.,villanova,76,69,145,7,1
NCAAB_2025_0096,2025-11-39,2025,samford,bowling_green,70,61,131,9,1
NCAAB_2025_0097,2025-11-39,2025,florida,san_francisco,103,96,199,7,1
NCAAB_2025_0098,2025-11-39,2025,lindenwood,miami_fl,65,88,153,-23,0
NCAAB_2025_0099,2025-11-39,2025,winthrop,northwestern_st.,66,60,126,6,1
NCAAB_2025_0100,2025-11-40,2025,iowa_st.,tarleton_st.,82,71,153,11,1
NCAAB_2025_0101,2025-11-40,2025,east_texas_a&m,unlv,70,65,135,5,1
NCAAB_2025_0102,2025-11-40,2025,binghamton,san_diego,65,60,125,5,1
NCAAB_2025_0103,2025-11-40,2025,liu,boston_college,53,91,144,-38,0
NCAAB_2025_0104,2025-11-41,2025,marquette,appalachian_st.,88,60,148,28,1
NCAAB_2025_0105,2025-11-41,2025,american,illinois,78,68,146,10,1
NCAAB_2025_0106,2025-11-41,2025,houston_christian,idaho,67,82,149,-15,0
NCAAB_2025_0107,2025-11-41,2025,lindenwood,connecticut,73,79,152,-6,0
NCAAB_2025_0108,2025-11-42,2025,texas_st.,radford,61,48,109,13,1
NCAAB_2025_0109,2025-11-42,2025,central_connecticut,indiana_st.,46,81,127,-35,0
NCAAB_2025_0110,2025-11-42,2025,purdue_fort_wayne,penn,69,58,127,11,1
NCAAB_2025_0111,2025-11-42,2025,samford,davidson,74,54,128,20,1
NCAAB_2025_0112,2025-11-43,2025,texas_southern,tcu,77,58,135,19,1
NCAAB_2025_0113,2025-11-43,2025,chattanooga,clemson,74,75,149,-1,0
NCAAB_2025_0114,2025-11-43,2025,providence,lamar,55,53,108,2,1
NCAAB_2025_0115,2025-11-43,2025,indiana_st.,utah,63,59,122,4,1
NCAAB_2025_0116,2025-11-44,2025,charleston_southern,wagner,50,47,97,3,1
NCAAB_2025_0117,2025-11-44,2025,west_georgia,loyola_chicago,45,71,116,-26,0
NCAAB_2025_0118,2025-11-44,2025,troy,le_moyne,55,61,116,-6,0
NCAAB_2025_0119,2025-11-44,2025,fresno_st.,sacramento_st.,47,48,95,-1,0
NCAAB_2025_0120,2025-11-15,2025,coastal_carolina,louisiana_tech,62,53,115,9,1
NCAAB_2025_0121,2025-11-15,2025,louisiana_tech,seattle,65,63,128,2,1
NCAAB_2025_0122,2025-11-15,2025,tarleton_st.,saint_mary's,73,75,148,-2,0
NCAAB_2025_0123,2025-11-15,2025,stetson,lehigh,50,54,104,-4,0
NCAAB_2025_0124,2025-11-16,2025,army,iowa_st.,100,51,151,49,1
NCAAB_2025_0125,2025-11-16,2025,north_dakota_st.,penn,57,55,112,2,1
NCAAB_2025_0126,2025-11-16,2025,evansville,iowa_st.,96,77,173,19,1
NCAAB_2025_0127,2025-11-16,2025,new_orleans,high_point,70,70,140,0,0
NCAAB_2025_0128,2025-11-17,2025,jacksonville_st.,boise_st.,85,77,162,8,1
NCAAB_2025_0129,2025-11-17,2025,saint_louis,wisconsin,89,83,172,6,1
NCAAB_2025_0130,2025-11-17,2025,temple,gonzaga,85,67,152,18,1
NCAAB_2025_0131,2025-11-17,2025,troy,lafayette,61,64,125,-3,0
NCAAB_2025_0132,2025-11-18,2025,eastern_washington,florida_a&m,63,54,117,9,1
NCAAB_2025_0133,2025-11-18,2025,south_dakota,uc_irvine,85,58,143,27,1
NCAAB_2025_0134,2025-11-18,2025,minnesota,new_mexico_st.,99,67,166,32,1
NCAAB_2025_0135,2025-11-18,2025,southern,fairfield,44,44,88,0,0
NCAAB_2025_0136,2025-11-19,2025,florida_gulf_coast,cleveland_st.,64,59,123,5,1
NCAAB_2025_0137,2025-11-19,2025,florida_gulf_coast,bryant,86,71,157,15,1
NCAAB_2025_0138,2025-11-19,2025,montana,south_carolina_st.,78,52,130,26,1
NCAAB_2025_0139,2025-11-19,2025,sacred_heart,charleston,64,66,130,-2,0
NCAAB_2025_0140,2025-11-20,2025,colorado,usc_upstate,64,68,132,-4,0
NCAAB_2025_0141,2025-11-20,2025,southern_miss,marquette,80,74,154,6,1
NCAAB_2025_0142,2025-11-20,2025,merrimack,bowling_green,85,72,157,13,1
NCAAB_2025_0143,2025-11-20,2025,northeastern,ucla,80,61,141,19,1
NCAAB_2025_0144,2025-11-21,2025,ucf,alcorn_st.,71,63,134,8,1
NCAAB_2025_0145,2025-11-21,2025,tennessee,indiana_st.,72,99,171,-27,0
NCAAB_2025_0146,2025-11-21,2025,penn_st.,arkansas,107,94,201,13,1
NCAAB_2025_0147,2025-11-21,2025,miami_fl,new_orleans,74,45,119,29,1
NCAAB_2025_0148,2025-11-22,2025,texas,alabama_st.,86,77,163,9,1
NCAAB_2025_0149,2025-11-22,2025,northern_kentucky,lindenwood,54,59,113,-5,0
NCAAB_2025_0150,2025-11-22,2025,massachusetts,south_alabama,79,65,144,14,1
NCAAB_2025_0151,2025-11-22,2025,brown,mississippi_st.,80,87,167,-7,0
NCAAB_2025_0152,2025-11-23,2025,florida_a&m,south_carolina,66,67,133,-1,0
NCAAB_2025_0153,2025-11-23,2025,western_michigan,oregon,72,78,150,-6,0
NCAAB_2025_0154,2025-11-23,2025,high_point,central_arkansas,73,49,122,24,1
NCAAB_2025_0155,2025-11-23,2025,san_jose_st.,north_carolina,86,69,155,17,1
NCAAB_2025_0156,2025-11-24,2025,charleston_southern,wright_st.,71,86,157,-15,0
NCAAB_2025_0157,2025-11-24,2025,colorado,duquesne,82,61,143,21,1
NCAAB_2025_0158,2025-11-24,2025,ball_st.,oakland,63,48,111,15,1
NCAAB_2025_0159,2025-11-24,2025,indiana,kent_st.,84,53,137,31,1
NCAAB_2025_0160,2025-11-25,2025,utah_st.,vcu,94,60,154,34,1
NCAAB_2025_0161,2025-11-25,2025,south_alabama,alabama_a&m,73,58,131,15,1
NCAAB_2025_0162,2025-11-25,2025,boise_st.,auburn,73,81,154,-8,0
NCAAB_2025_0163,2025-11-25,2025,utah,cleveland_st.,62,72,134,-10,0
NCAAB_2025_0164,2025-11-26,2025,monmouth,north_alabama,59,54,113,5,1
NCAAB_2025_0165,2025-11-26,2025,central_connecticut,columbia,62,77,139,-15,0
NCAAB_2025_0166,2025-11-26,2025,arkansas_st.,umass_lowell,71,83,154,-12,0
NCAAB_2025_0167,2025-11-26,2025,butler,tulsa,71,56,127,15,1
NCAAB_2025_0168,2025-11-27,2025,florida_st.,vanderbilt,80,75,155,5,1
NCAAB_2025_0169,2025-11-27,2025,la_salle,south_carolina_st.,61,83,144,-22,0
NCAAB_2025_0170,2025-11-27,2025,uc_irvine,prairie_view_a&m,84,71,155,13,1
NCAAB_2025_0171,2025-11-27,2025,longwood,texas_a&m_corpus_chris,73,60,133,13,1
NCAAB_2025_0172,2025-11-28,2025,uc_santa_barbara,loyola_marymount,73,52,125,21,1
NCAAB_2025_0173,2025-11-28,2025,central_connecticut,villanova,89,74,163,15,1
NCAAB_2025_0174,2025-11-28,2025,northern_illinois,san_diego_st.,58,68,126,-10,0
NCAAB_2025_0175,2025-11-28,2025,north_florida,princeton,75,76,151,-1,0
NCAAB_2025_0176,2025-11-29,2025,northern_colorado,south_carolina_st.,87,57,144,30,1
NCAAB_2025_0177,2025-11-29,2025,elon,st._bonaventure,57,68,125,-11,0
NCAAB_2025_0178,2025-11-29,2025,indiana_st.,rider,67,62,129,5,1
NCAAB_2025_0179,2025-11-29,2025,illinois,james_madison,78,84,162,-6,0
NCAAB_2025_0180,2025-11-30,2025,unlv,iu_indy,59,55,114,4,1
NCAAB_2025_0181,2025-11-30,2025,iona,niagara,60,60,120,0,0
NCAAB_2025_0182,2025-11-30,2025,marshall,navy,50,73,123,-23,0
NCAAB_2025_0183,2025-11-30,2025,new_mexico,air_force,80,69,149,11,1
NCAAB_2025_0184,2025-11-31,2025,binghamton,south_florida,59,46,105,13,1
NCAAB_2025_0185,2025-11-31,2025,duquesne,drake,65,55,120,10,1
NCAAB_2025_0186,2025-11-31,2025,denver,houston_christian,59,47,106,12,1
NCAAB_2025_0187,2025-11-31,2025,maryland_eastern_shore,saint_peter's,66,40,106,26,1
NCAAB_2025_0188,2025-11-32,2025,duke,north_carolina_central,93,75,168,18,1
